plasmid_id	orf_id	start	end	strand	COG_category	COG_description	Domains	AMR_class	AMR_mechanism	AMR_gene	AMR_identity
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_66	43479	43601	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_67	43667	44035	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_68	44209	45207	1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_69	45304	45555	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_70	45604	46749	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_71	46801	47913	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_72	47928	48563	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_73	48565	48912	-1			PS51257|Prokaryotic membrane lipoprotein lipid attachment site profile.				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_74	49012	50214	-1	L	Belongs to the N(4) N(6)-methyltransferase family	G3DSA:3.40.50.150|Vaccinia Virus protein VP39;PF01555|DNA methylase;PR00508|S21 class N4 adenine-specific DNA methyltransferase signature;SSF53335|S-adenosyl-L-methionine-dependent methyltransferases				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_75	50251	50691	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_76	52209	52541	-1	L	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease. Involved in the integration of spacer DNA into the CRISPR cassette	G3DSA:3.30.70.240|-;MF_01471|CRISPR-associated endoribonuclease Cas2 [cas2].;PF09827|CRISPR associated protein Cas2;SSF143430|TTP0101/SSO1404-like;TIGR01573|JCVI: CRISPR-associated endonuclease Cas2;cd09638|Cas2_I_II_III				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_77	52545	53417	-1	L	CRISPR associated protein Cas1	G3DSA:1.20.120.920|-;PF01867|CRISPR associated protein Cas1;PTHR34353|CRISPR-ASSOCIATED ENDONUCLEASE CAS1 1;TIGR03639|JCVI: type II CRISPR-associated endonuclease Cas1				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_78	53477	54259	-1	L	PFAM IstB domain protein ATP-binding protein	G3DSA:3.40.50.300|-;NF038214|NCBIFAM: IS21-like element helper ATPase IstB;PF01695|IstB-like ATP binding protein;PIRSF003073|DNAC_TnpB_IstB;PTHR30050|CHROMOSOMAL REPLICATION INITIATOR PROTEIN DNAA;SM00382|AAA_5;SSF52540|P-loop containing nucleoside triphosphate hydrolases;cd00009|AAA				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_79	54252	55328	-1	L	COGs COG4584 Transposase and inactivated derivatives	G3DSA:1.10.10.60|-;G3DSA:3.30.420.10|-;NF033546|NCBIFAM: IS21 family transposase;PF00665|Integrase core domain;PS50531|IS21 transposase-type HTH domain profile.;PS50994|Integrase catalytic domain profile.;PTHR35004|TRANSPOSASE RV3428C-RELATED;SSF53098|Ribonuclease H-like				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_80	55392	55541	1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_81	55615	56046	1			PS51257|Prokaryotic membrane lipoprotein lipid attachment site profile.				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_82	56110	57084	-1			Coil|Coil				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_83	57103	57324	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_84	57348	58253	-1			Coil|Coil				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_85	58278	59303	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_86	59388	59963	-1			mobidb-lite|consensus disorder prediction				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_87	60128	60544	1	L	Peptidase S24-like	G3DSA:2.10.109.10|Umud Fragment, subunit A;PF00717|Peptidase S24-like;PR00726|Repressor LexA serine protease (S24) family signature;PTHR33516|LEXA REPRESSOR;SSF51306|LexA/Signal peptidase;cd06529|S24_LexA-like				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_88	60546	61799	1	L	ImpB mucB samB family	G3DSA:1.10.150.20|-;G3DSA:3.30.70.270|-;G3DSA:3.40.1170.60|-;PF00817|impB/mucB/samB family;PF11798|IMS family HHH motif;PF11799|impB/mucB/samB family C-terminal domain;PF13438|Domain of unknown function (DUF4113);PS50173|UmuC domain profile.;PTHR11076|DNA REPAIR POLYMERASE UMUC / TRANSFERASE FAMILY MEMBER;SSF56672|DNA/RNA polymerases;cd01700|PolY_Pol_V_umuC				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_89	61804	62328	1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_90	62989	63414	1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_91	63416	64474	1	L	EXOIII	G3DSA:3.30.420.10|-;PF00929|Exonuclease;PTHR30231|DNA POLYMERASE III SUBUNIT EPSILON;SM00479|exoiiiendus;SSF53098|Ribonuclease H-like;cd06127|DEDDh				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_92	64554	65483	1	-	-	Coil|Coil;PF18864|AbiTii				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_93	65525	66298	-1			PS51257|Prokaryotic membrane lipoprotein lipid attachment site profile.				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_94	66313	66579	-1			PS51257|Prokaryotic membrane lipoprotein lipid attachment site profile.				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_95	66592	66924	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_96	67131	68222	-1	L	Belongs to the 'phage' integrase family	G3DSA:1.10.150.130|-;G3DSA:1.10.443.10|Intergrase catalytic core;PF00589|Phage integrase family;PS51898|Tyrosine recombinase domain profile.;PS51900|Core-binding (CB) domain profile.;SSF56349|DNA breaking-rejoining enzymes;mobidb-lite|consensus disorder prediction	betalactams	Class_D_betalactamases	OXA	27.933
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_97	68237	68698	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_98	68711	69259	-1			G3DSA:3.10.450.230|VirB8 protein;PF04335|VirB8 protein;SSF54427|NTF2-like				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_99	69263	69808	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_100	69941	70633	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_101	70630	70899	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_102	71488	72351	-1	L	Belongs to the N(4) N(6)-methyltransferase family	G3DSA:3.40.50.150|Vaccinia Virus protein VP39;SSF53335|S-adenosyl-L-methionine-dependent methyltransferases				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_103	72497	72874	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_104	72971	73384	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_105	73514	75112	-1	S	Domain of unknown function (DUF4942)	G3DSA:3.40.50.150|Vaccinia Virus protein VP39;PF13708|Domain of unknown function (DUF4942);PS00092|N-6 Adenine-specific DNA methylases signature.;SSF53335|S-adenosyl-L-methionine-dependent methyltransferases;cd02440|AdoMet_MTases				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_106	75194	75472	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_107	76066	76458	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_108	76485	76904	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_109	76986	77324	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_110	77340	78140	-1			Coil|Coil				
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_111	78234	78617	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_112	78724	79554	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_113	79757	80377	-1	-	-					
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_114	80515	81279	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_115	81293	81415	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_116	81681	82295	-1	-	-					
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_117	82390	83055	-1							
SRR23967294_RNODE_421_length_55440_cov_70.41412	SRR23967294_RNODE_421_length_55440_cov_70.41412_118	83133	83489	-1							
SRR23967294_RNODE_424_length_1297_cov_4.86455	SRR23967294_RNODE_424_length_1297_cov_4.86455_1	1090	1398	1			Coil|Coil				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_47	30585	31055	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_48	31058	31501	-1	-	-					
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_49	31520	31819	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_50	31835	34225	-1	S	Putative phage tail protein					
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_51	34222	34467	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_52	34464	34715	-1	-	-					
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_53	34712	35440	-1	S	Phage conserved hypothetical protein BR0599	PF09356|Phage conserved hypothetical protein BR0599				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_54	35515	36084	1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_55	36077	38089	1	S	Terminase	PF05876|Phage terminase large subunit gpA, ATPase domain;PF20454|Terminase large subunit gpA, endonuclease domain				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_56	38091	38348	1			Coil|Coil				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_57	38348	39805	1	S	portal protein	Coil|Coil;PF05136|Phage portal protein, lambda family;TIGR01539|JCVI: phage portal protein;mobidb-lite|consensus disorder prediction				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_58	39802	41070	1	OU	Peptidase family S49	G3DSA:3.90.226.10|-;PF01343|Peptidase family S49;PTHR33209|PROTEASE 4;SSF52096|ClpP/crotonase;cd07022|S49_Sppa_36K_type				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_59	41073	41471	1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_60	41483	42553	1	S	Phage major capsid protein E	G3DSA:3.15.30.10|putative capsid protein of prophage domain like;G3DSA:3.30.1930.10|capsid protein of prophage domain;PF03864|Phage major capsid protein E				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_61	42557	43228	1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_62	43228	43590	1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_63	43583	44011	1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_64	44097	44288	1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_65	44281	45399	1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_66	45469	46104	1			Coil|Coil				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_67	46531	51534	1	S	tape measure	Coil|Coil;G3DSA:1.10.530.10|-;PF20155|Tape measure protein;SSF53955|Lysozyme-like;cd00254|LT-like				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_68	51617	52966	1	-	-					
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_69	52963	53913	1	-	-					
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_70	53916	54494	1	-	-					
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_71	54744	55085	1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_72	55089	55472	1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_73	55469	56557	1			mobidb-lite|consensus disorder prediction				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_74	56857	57135	-1			mobidb-lite|consensus disorder prediction				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_75	57355	58143	-1			Coil|Coil				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_76	58406	58537	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_77	60115	60405	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_78	60565	60741	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_79	60738	61004	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_80	61027	61227	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_81	61323	61601	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_82	61598	61792	-1	-	-					
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_83	61789	62016	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_84	62013	62522	-1			Coil|Coil				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_85	62519	62767	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_86	62764	62988	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_87	62979	63665	-1	F	TSCPD domain	mobidb-lite|consensus disorder prediction				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_88	63662	63937	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_89	63951	64202	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_90	64199	64432	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_91	64429	64695	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_92	64783	64896	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_93	64956	65204	-1			mobidb-lite|consensus disorder prediction				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_94	65207	65839	-1	L	COG0847 DNA polymerase III, epsilon subunit and related 3'-5' exonucleases	G3DSA:3.30.420.10|-;SM00479|exoiiiendus;SSF53098|Ribonuclease H-like;cd06127|DEDDh				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_95	65826	65972	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_96	65969	66874	-1	S	DNA ligase (ATP) activity	G3DSA:2.40.50.140|-;G3DSA:3.30.1490.70|-;G3DSA:3.30.470.30|DNA ligase/mRNA capping enzyme;PF14743|DNA ligase OB-like domain;PTHR47810|DNA LIGASE;SSF50249|Nucleic acid-binding proteins;SSF56091|DNA ligase/mRNA capping enzyme, catalytic domain				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_97	66867	67145	-1			Coil|Coil				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_98	67468	69936	-1	L	In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity	G3DSA:1.10.150.20|-;G3DSA:1.20.1060.10|Taq DNA Polymerase; Chain T, domain 4;G3DSA:3.30.420.10|-;G3DSA:3.30.70.370|-;G3DSA:3.40.470.10|-;PF00476|DNA polymerase family A;PF01612|3'-5' exonuclease;PTHR10133|DNA POLYMERASE I;SM00482|polaultra3;SSF53098|Ribonuclease H-like;SSF56672|DNA/RNA polymerases				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_99	70007	71446	-1	S	N-methyltransferase activity	G3DSA:3.40.50.150|Vaccinia Virus protein VP39;PF01555|DNA methylase;PR00506|D21 class N6 adenine-specific DNA methyltransferase signature;PS00092|N-6 Adenine-specific DNA methylases signature.;SSF53335|S-adenosyl-L-methionine-dependent methyltransferases				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_100	71502	72059	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_101	72170	73021	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_102	73021	74076	-1			PF12705|PD-(D/E)XK nuclease superfamily;SSF101887|Apyrase				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_103	74089	74463	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_104	74465	75850	-1	S	UvrD-like helicase C-terminal domain	G3DSA:3.40.50.300|-;PF13604|AAA domain;SSF52540|P-loop containing nucleoside triphosphate hydrolases				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_105	75847	76095	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_106	76073	76471	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_107	76461	76664	-1			Coil|Coil;mobidb-lite|consensus disorder prediction				
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_108	76679	76888	-1							
SRR23967294_RNODE_425_length_60102_cov_16.25087	SRR23967294_RNODE_425_length_60102_cov_16.25087_109	76908	77339	-1							
